username,comment,rating,likes,create_time,userid,orderid,product_name,product_type,product_label,comment_usefulness,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
noviitasyari,,5,0,2024-07-12T10:37:24+00:00,98421647,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
dyahyasman555,,5,0,2024-07-10T10:21:19+00:00,1080038831,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ivansimbolon675,,5,0,2024-07-11T00:04:03+00:00,1066134045,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
melysary,,5,0,2024-07-11T03:10:34+00:00,825475782,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
rendynj13,,5,0,2024-07-07T05:01:46+00:00,685990271,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
a.zaynul.r,,5,0,2024-08-07T11:20:24+00:00,780698401,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
rahmatfatturrahman872,,5,0,2024-08-09T07:01:43+00:00,914764434,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
b2okf4t4ks,,5,0,2024-08-24T00:55:12+00:00,1265083961,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
r8tp7pq72k,,5,0,2024-04-18T09:06:56+00:00,676160521,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
nurhandayani918,,5,0,2024-07-16T07:12:53+00:00,1294836926,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
vo97wg0h4x,,5,0,2024-07-14T22:42:49+00:00,755426520,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
irhamubaidillah127,,5,0,2024-07-24T07:45:01+00:00,1150726491,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
muhammadfebriansyah828,,5,0,2024-05-23T12:36:06+00:00,1258443913,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
muhammadfebriansyah828,,5,0,2024-05-23T12:36:22+00:00,1258443913,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
hafid_03,,5,0,2024-05-31T10:29:16+00:00,452611062,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
mydiana402,,5,0,2024-06-02T14:40:54+00:00,968622064,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mydiana402,,5,0,2024-06-02T14:40:37+00:00,968622064,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ratuuu00,,5,0,2024-06-02T17:53:50+00:00,821981731,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
poejakaalmurinda,,5,0,2024-06-06T10:14:09+00:00,1152450854,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
quinbhi08,,5,0,2024-07-14T06:16:56+00:00,1041902023,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
farezawardhana,,5,0,2024-07-12T02:19:04+00:00,677364941,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
gubvifqj25,,5,0,2024-07-04T14:43:24+00:00,1109527172,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
syl5s_91_q,,5,0,2024-06-30T07:52:33+00:00,988265225,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
lijalija577,,5,0,2024-07-09T15:02:25+00:00,1247109500,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
rizki_batim,,5,0,2024-07-10T11:11:40+00:00,499474688,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
tuti_maryan1,,5,0,2024-05-11T07:14:52+00:00,911615996,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
jimmy_9929,,5,0,2024-05-08T08:22:17+00:00,994243239,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
eamfhd881o,,5,0,2024-05-14T19:58:30+00:00,919192726,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
aryasptraaaa_,,5,0,2024-08-03T09:50:19+00:00,572396221,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
auliaputtry,,5,0,2024-08-05T09:57:24+00:00,133312634,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
saefullahaditya,,5,0,2024-08-03T02:09:36+00:00,778087867,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
dianmariyani29,,5,0,2025-02-26T06:47:34+00:00,374740036,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ifsallimanauw,,5,0,2024-08-27T03:17:10+00:00,957914734,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
and_on,,5,0,2024-09-20T16:07:47+00:00,587211829,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
atanasius_123,,5,0,2024-09-23T10:03:50+00:00,468316551,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
bllshop,,5,0,2024-09-29T08:40:32+00:00,423861068,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
seniraraykhana,,5,0,2024-10-15T02:09:38+00:00,543717273,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
enrsmuxk8j,,5,0,2024-11-09T04:35:36+00:00,365266727,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
miarlihartamulyanah,,5,0,2024-11-24T23:19:25+00:00,140499753,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ktsdiera,,4,0,2024-07-20T10:33:02+00:00,656229402,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
dzakizz,,4,0,2024-07-13T05:48:32+00:00,770122826,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mutiarapertiwi13_,,4,0,2024-05-06T01:31:43+00:00,314151641,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
adjienugroho309,,4,0,2024-07-16T22:54:07+00:00,1030608559,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ju91p7w_s5,,4,0,2024-06-22T13:16:48+00:00,1183747914,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
a*****a,,4,0,2024-07-14T09:01:14+00:00,1136416731,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
jalemanbonifasiussimanju,,4,0,2024-08-07T14:13:03+00:00,1197244595,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
fathusururi,,4,0,2024-09-11T11:46:21+00:00,705145164,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
a*****1,,4,0,2025-01-21T13:59:03+00:00,121533617,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
hermansht,,4,0,2025-02-14T09:46:45+00:00,907799137,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
wafamamul900,,3,0,2024-07-20T04:58:19+00:00,1036740632,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
yogaharianja867,,3,0,2024-09-23T02:54:54+00:00,1179663258,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
a*****h,,3,0,2024-09-23T13:28:53+00:00,348102058,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
rafiealfarizkykhairunnis,,2,0,2024-04-27T23:57:48+00:00,893657877,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
kangbelanja.2,,5,0,2024-08-21T05:12:18+00:00,445332780,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
kadafii09,,5,1,2024-07-09T11:55:31+00:00,1013126957,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
hamzahalvadil476,,5,0,2024-03-26T12:19:18+00:00,868044420,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
febiodimas,,5,0,2024-03-25T04:49:00+00:00,101261317,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
shelvvyprichilliaa,,5,0,2024-03-21T15:30:51+00:00,104188314,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
palemlestari08,,5,0,2024-03-19T04:20:22+00:00,116348338,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
rev64an,,5,1,2024-09-25T11:26:31+00:00,131593141,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
n*****y,,5,0,2024-03-11T15:26:22+00:00,104657144,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
alexpratama288,,4,0,2024-03-09T16:44:19+00:00,1039974375,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
santy576,,5,0,2024-02-28T10:01:31+00:00,297484851,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
amrym29,,5,0,2024-02-29T22:41:38+00:00,858730378,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
husnatulaini460,,5,0,2024-02-29T02:15:32+00:00,749577974,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
zakihisyam914,,5,0,2024-02-24T13:58:00+00:00,1000631194,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
toko_jualankuu,,5,0,2024-02-23T00:09:47+00:00,527639634,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
yohanesjefrianusn.m,,5,0,2024-02-20T06:34:29+00:00,654851625,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
rohmawatyrohmawaty737,,5,0,2024-02-17T01:19:26+00:00,1000481587,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
bw9gce64nr,,4,0,2024-02-17T10:41:39+00:00,1186937252,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
sigitbudiprabowo99,,5,0,2024-02-11T10:09:39+00:00,226030261,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
tonykurniawan0,,3,0,2024-02-01T09:26:12+00:00,428856056,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
irwansbll,,5,0,2024-01-27T11:11:35+00:00,614723135,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
muhamadaditiyaaliefjanat,,5,0,2024-01-26T04:06:27+00:00,1162055826,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
rosanitita,,5,0,2024-01-15T01:11:14+00:00,93536499,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
o5xxni8_s7,,4,0,2024-01-21T14:44:27+00:00,1032976638,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
akunbaru320,,2,0,2024-01-21T23:53:07+00:00,657254854,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
yulianaeka180,,5,0,2024-01-10T04:26:07+00:00,554195445,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
abdussalamrais,,4,0,2024-01-07T22:09:41+00:00,645555127,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
jaslim2206,,5,0,2024-01-04T21:26:20+00:00,477638635,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
fiiiiaaaa,,5,0,2023-12-23T09:39:32+00:00,242268511,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
inne210590,,5,0,2023-12-14T06:43:24+00:00,111600966,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
hikmat2000,,5,0,2023-12-21T08:49:42+00:00,1051112850,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
otre78,,5,0,2023-12-20T09:39:42+00:00,340029236,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
margono_1974,,5,0,2023-12-16T04:53:06+00:00,501916316,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
2f6e_t3f7m,,5,0,2023-12-13T09:32:54+00:00,942555333,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
82zhandgpk,,5,0,2023-12-14T14:27:49+00:00,1130457019,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
clara._.98,,5,0,2023-12-08T03:30:19+00:00,439760426,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
kenzieoalem,,4,0,2023-12-08T09:22:03+00:00,634782152,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
alidzaky,,5,0,2023-11-16T23:39:30+00:00,34386350,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
meirisapuspita23,,5,0,2023-11-23T13:01:18+00:00,32811828,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
lta096qxr0,,4,0,2023-12-04T07:26:49+00:00,1115402313,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
alansuherlan1310,,5,0,2023-12-02T11:45:13+00:00,94235737,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
nurinoelarasati,,5,0,2023-11-09T01:49:54+00:00,28357459,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
deiiutami93,,5,0,2023-11-24T18:07:01+00:00,6332752,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ikhagdhee,,5,0,2023-11-03T10:34:53+00:00,56057365,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
didik.d09,,5,0,2023-11-20T05:04:15+00:00,415889636,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
iman_2017,,5,0,2023-10-30T11:29:54+00:00,25577670,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
noviani043,,5,0,2023-11-23T08:00:24+00:00,868364554,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
h*****i,,5,0,2023-10-15T12:44:38+00:00,43321267,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
mulaandreini,,5,0,2023-10-17T05:02:43+00:00,19250171,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
mfarabi155,,5,0,2023-11-17T03:53:47+00:00,436181211,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
razibghani,,5,0,2023-11-16T07:55:29+00:00,60204295,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
bigonri,,5,0,2023-11-15T14:28:43+00:00,760203529,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
santiputriwicaksono,,5,0,2023-11-06T14:28:39+00:00,124383902,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mirzami,,5,0,2023-10-12T03:57:35+00:00,71149888,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
23kaylazahra,,5,0,2023-11-13T12:00:06+00:00,740560209,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
indahmesty,,5,0,2023-10-16T07:48:15+00:00,24257617,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
iza9hbk9gv,,5,0,2023-11-13T05:19:20+00:00,543627024,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
arisongosodjie,,5,0,2023-10-28T08:11:11+00:00,144890592,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
m*****i,,5,0,2023-11-11T22:12:03+00:00,291155289,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
intan.febrianty,,5,0,2023-11-12T07:16:11+00:00,1076323972,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
dotfay03,,5,0,2023-11-10T12:20:12+00:00,837182214,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
nina.ninu,,5,0,2023-11-03T08:51:37+00:00,31108919,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
adindapuu,,5,0,2023-11-08T10:44:25+00:00,993937018,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
b*****k,,5,0,2023-09-14T10:08:58+00:00,163765749,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
camillemaskjaksel,,5,0,2023-09-12T10:09:06+00:00,251852971,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
d*****a,,5,0,2023-10-10T14:10:27+00:00,222736478,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
mulia74,,5,0,2023-09-08T10:44:09+00:00,66021555,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
vitobintang1,,5,0,2023-11-03T02:59:34+00:00,240244081,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ahock3486,,5,0,2023-08-29T15:02:09+00:00,52421560,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
trisnaanie,,5,0,2023-11-03T09:13:23+00:00,117169206,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
nanakesya01,,5,0,2023-07-12T10:53:21+00:00,19512375,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
rizqaah_haf,,5,0,2023-07-06T01:28:07+00:00,49194187,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
atungunartigunz,,5,0,2023-07-03T00:30:40+00:00,103896737,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
idawatna,,5,0,2022-10-20T08:17:48+00:00,2602486,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
f3n1_s,,5,0,2023-02-13T11:27:11+00:00,11000370,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
isnabalweel,,5,0,2023-02-03T15:09:46+00:00,77833721,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
fitri_maisaroh,,5,0,2022-07-18T09:18:42+00:00,17268017,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
herlinaapriliani45,,5,0,2023-04-08T08:18:20+00:00,110077918,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
queenesia18,,5,0,2022-11-24T07:34:43+00:00,57112744,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
pinksyaneth,,5,0,2022-08-02T17:33:57+00:00,34553998,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
